symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
PSD,HNX,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services JSC,STOCK,511.0,Dịch vụ Phân phối Tổng hợp Dầu khí,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,51827894,EXPANDED
HKB,UPCOM,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Ha Noi ? Kinh Bac Agriculture and Food JSC,STOCK,512.0,Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,51599999,EXPANDED
LGL,HOSE,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment & Urban Development JSC,STOCK,513.0,Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,51500000,EXPANDED
CIG,HOSE,CTCP COMA 18,COMA 18 Joint Stock Company,STOCK,514.0,COMA 18,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,51039947,EXPANDED
ACM,UPCOM,CTCP Tập đoàn Khoáng sản Á Cường,A Cuong Mineral Group JSC,STOCK,515.0,Khoáng sản Á Cường,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,51000000,EXPANDED
TNT,HOSE,CTCP Tập đoàn TNT,TNT Group JSC,STOCK,516.0,TNT,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,51000000,EXPANDED
NQN,UPCOM,CTCP Nước sạch Quảng Ninh,Quang Ninh Clean Water JSC,STOCK,517.0,Nước sạch Quảng Ninh,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,50831593,EXPANDED
TTS,UPCOM,CTCP Cán Thép Thái Trung,Thai Trung Rooling JSC,STOCK,518.0,Cán Thép Thái Trung,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,50800000,EXPANDED
DTE,UPCOM,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Dai Truong Thanh Holdings Energy Investment JSC,STOCK,519.0,Đầu tư Năng lượng Đại Trường Thành Holdings,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,50725887,EXPANDED
PHC,HOSE,CTCP Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction JSC,STOCK,520.0,Xây dựng Phục Hưng Holdings,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,50602094,EXPANDED
WSS,HNX,CTCP Chứng khoán Phố Wall,Wall Street Securities Company,STOCK,521.0,Chứng khoán Phố Wall,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,50300000,EXPANDED
ACL,HOSE,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long Fish Joint Stock Company,STOCK,522.0,Xuất nhập khẩu Thủy sản Cửu Long An Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,50159019,EXPANDED
PCT,HNX,CTCP Vận tải biển Global Pacific,Global Pacific Shipping Joint Stock Company,STOCK,523.0,Vận tải biển Global Pacific,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,50035493,EXPANDED
LHG,HOSE,CTCP Long Hậu,Long Hau Corporation,STOCK,524.0,Long Hậu,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,50012010,EXPANDED
BCA,UPCOM,CTCP B.C.H,B.C.H Joint Stock Company,STOCK,525.0,B.C.H,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,50000000,EXPANDED
FTM,UPCOM,CTCP Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,STOCK,526.0,Đầu tư và Phát triển Đức Quân,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",50000000,EXPANDED
PFL,UPCOM,CTCP Dầu khí Đông Đô,Petroleum Dong Do Joint Stock Company,STOCK,527.0,Dầu khí Đông Đô,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,50000000,EXPANDED
PGS,HNX,CTCP Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,STOCK,528.0,Kinh doanh Khí Miền Nam,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,50000000,EXPANDED
PSB,UPCOM,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Sao Mai - Ben Dinh Petroleum Investment JSC,STOCK,529.0,Đầu tư Dầu khí Sao Mai - Bến Đình,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Energy,Energy,Energy Equipment & Services,50000000,EXPANDED
PVL,UPCOM,CTCP Đầu tư Nhà Đất Việt,Viet Property Investment Joint Stock Company,STOCK,530.0,Đầu tư Nhà Đất Việt,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,50000000,EXPANDED
VIT,HNX,CTCP Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,STOCK,531.0,Viglacera Tiên Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,50000000,EXPANDED
VRC,HOSE,CTCP Bất động sản và Đầu tư VRC,VRC Real Estate and Investment JSC,STOCK,532.0,Bất động sản và Đầu tư VRC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,50000000,EXPANDED
SBG,HOSE,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Siba High-Tech Mechanical Group Joint Stock Company,STOCK,533.0,Cơ khí Công nghệ cao Siba,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,49999963,EXPANDED
PMW,UPCOM,CTCP Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,STOCK,534.0,Cấp nước Phú Mỹ,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,49999832,EXPANDED
ND2,UPCOM,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Northern Electricity Development & Investment JSC No.2,STOCK,535.0,Đầu tư và Phát triển Điện Miền Bắc 2,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,49993960,EXPANDED
TNA,UPCOM,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading Import Export JSC,STOCK,536.0,Thương mại Xuất nhập khẩu Thiên Nam,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,49576264,EXPANDED
KVC,UPCOM,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Kim Vi Inox Import Export Prodution Joint Stock Company,STOCK,537.0,Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,49500000,EXPANDED
RDP,UPCOM,CTCP Rạng Đông Holding,Rang Dong Holding Plastic JSC,STOCK,538.0,Rạng Đông Holding,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Materials,Materials,Containers & Packaging,49069803,EXPANDED
NHA,HOSE,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,STOCK,539.0,Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,48591709,EXPANDED
PPI,UPCOM,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development & Investment Corporation,STOCK,540.0,Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,48290629,EXPANDED
VAV,UPCOM,CTCP VIWACO,VIWACO Joint Stock Company,STOCK,541.0,VIWACO,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,47999995,EXPANDED
SFG,HOSE,CTCP Phân Bón Miền Nam,The Southern Fertilizer JSC,STOCK,542.0,Phân Bón Miền Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,47897333,EXPANDED
GHC,UPCOM,CTCP Thủy điện Gia Lai,Gia Lai Hydropower JSC,STOCK,543.0,Thủy điện Gia Lai,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,47662500,EXPANDED
DSD,UPCOM,CTCP DHC Suối Đôi,DHC Suoi Doi Corporation,STOCK,544.0,DHC Suối Đôi,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",47100000,EXPANDED
VLB,UPCOM,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,Bien Hoa Building Materials Production and Construction JSC,STOCK,545.0,Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,46921600,EXPANDED
PMG,HOSE,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,STOCK,546.0,Đầu tư và Sản xuất Petro Miền Trung,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,46336278,EXPANDED
FCM,HOSE,CTCP Bê tông Phan Vũ Hà Nam,Phan Vu Ha Nam Concrete Joint Stock Company,STOCK,547.0,Bê tông Phan Vũ Hà Nam,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,46226626,EXPANDED
L18,HNX,CTCP Đầu tư và Xây dựng Số 18,Investment And Construction JSC No.18,STOCK,548.0,Đầu tư và Xây dựng Số 18,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,45739793,EXPANDED
EIN,UPCOM,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,Electricity Investment - Service - Trade Joint Stock Company,STOCK,549.0,Đầu tư - Thương mại - Dịch vụ Điện Lực,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",45407161,EXPANDED
VIG,HNX,CTCP Chứng khoán Đầu tư tài chính Việt Nam,Viet Nam Financial Investment Securities Corporation,STOCK,550.0,Chứng khoán Đầu tư tài chính Việt Nam,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,45133300,EXPANDED
SBM,UPCOM,CTCP Đầu tư Phát triển Bắc Minh,Bac Minh Development Investment Joint Stock Company,STOCK,551.0,Đầu tư Phát triển Bắc Minh,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,45044953,EXPANDED
AST,HOSE,CTCP Dịch vụ Hàng không Taseco,Taseco Air Services JSC,STOCK,552.0,Dịch vụ Hàng không Taseco,Công nghiệp,Vận tải,Vận tải và logistics hàng không,Industrials,Transportation,Air Freight & Logistics,45000000,EXPANDED
BSL,UPCOM,CTCP Bia Sài Gòn - Sông Lam,SaiGon-SongLam Beer Joint Stock Company,STOCK,553.0,Bia Sài Gòn - Sông Lam,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,45000000,EXPANDED
BSQ,UPCOM,CTCP Bia Sài Gòn - Quảng Ngãi,Sai Gon - Quang Ngai Beer JSC,STOCK,554.0,Bia Sài Gòn - Quảng Ngãi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,45000000,EXPANDED
ISH,UPCOM,CTCP Thủy điện Srok Phu Miêng IDICO,Idico Scrok Phu Mieng Hydro Power Joint Stock Company,STOCK,555.0,Thủy điện Srok Phu Miêng IDICO,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,45000000,EXPANDED
RYG,HOSE,CTCP Sản xuất và Đầu tư Hoàng Gia,Royal Manufacture and Investment Joint Stock Company,STOCK,556.0,Sản xuất và Đầu tư Hoàng Gia,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,45000000,EXPANDED
TPP,HNX,CTCP Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,STOCK,557.0,Tân Phú Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Materials,Materials,Containers & Packaging,45000000,EXPANDED
TVD,HNX,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal JSC,STOCK,558.0,Than Vàng Danh - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",44962864,EXPANDED
VGG,UPCOM,Tổng Công ty cổ phần May Việt Tiến,Viet Tien Garment Corporation,STOCK,559.0,May Việt Tiến,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",44100000,EXPANDED
VEC,UPCOM,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,Vietnam Electronics and Informatics Joint Stock Corporation,STOCK,560.0,Điện tử và Tin học Việt Nam,Công nghệ thông tin,Phần cứng và thiết bị,Điện tử,Information Technology,Hardware,"Electronic Equipment, Instruments & Components",43800000,EXPANDED
GTT,UPCOM,CTCP Thuận Thảo,Thuan Thao Corporation,STOCK,561.0,Thuận Thảo,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",43503000,EXPANDED
MHC,HOSE,CTCP MHC,MHC Joint Stock Company,STOCK,562.0,MHC,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,43476318,EXPANDED
SJ1,HNX,CTCP Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,STOCK,563.0,Nông nghiệp Hùng Hậu,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,43472716,EXPANDED
AVF,UPCOM,CTCP Việt An,AnViFish Joint Stock Company,STOCK,564.0,Việt An,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,43338000,EXPANDED
SRA,HNX,CTCP Sara Việt Nam,Sara Vietnam JSC,STOCK,565.0,Sara Việt Nam,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thiết bị và vật tư chăm sóc sức khỏe,Health Care,Health Care Equip. & Services,Health Care Equipment & Supplies,43199974,EXPANDED
CBI,UPCOM,CTCP Gang thép Cao Bằng,Cao Bang Cast Iron And Steel Joint Stock Company,STOCK,566.0,Gang thép Cao Bằng,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,43006366,EXPANDED
DCF,UPCOM,CTCP Xây dựng và Thiết kế Số 1,Design And Construction Joint Stock Company No.1,STOCK,567.0,Xây dựng và Thiết kế Số 1,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,42998891,EXPANDED
CST,HNX,CTCP Than Cao Sơn - TKV,Cao Son Coal JSC,STOCK,568.0,Than Cao Sơn - TKV,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",42846773,EXPANDED
DVM,HNX,CTCP Dược liệu Việt Nam,Vietnam Medicinal Materials Joint Stock Company,STOCK,569.0,Dược liệu Việt Nam,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,42779916,EXPANDED
SDT,UPCOM,CTCP Sông Đà 10,Song Da No 10 JSC,STOCK,570.0,Sông Đà 10,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,42732311,EXPANDED
UNI,HNX,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,STOCK,571.0,Đầu Tư Và Phát Triển Sao Mai Việt,Bất động sản,Bất động sản,Dịch vụ bất động sản,Real Estate,Real Estate,Real Estate Services,42617632,EXPANDED
S4A,HOSE,CTCP Thủy điện Sê San 4A,Se San 4A Hydro Power JSC,STOCK,572.0,Thủy điện Sê San 4A,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,42200000,EXPANDED
EVE,HOSE,CTCP Everpia,Everpia JSC,STOCK,573.0,Everpia,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",41979773,EXPANDED
TTL,HNX,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,STOCK,574.0,Thăng Long - CTCP,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,41908000,EXPANDED
VFG,HOSE,CTCP Khử trùng Việt Nam,Viet Nam Fumigation Joint Stock Company,STOCK,575.0,Khử trùng Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,41714614,EXPANDED
TRA,HOSE,CTCP Traphaco,Traphaco Joint Stock Company,STOCK,576.0,Traphaco,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,41453673,EXPANDED
IDV,HNX,CTCP Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development JSC,STOCK,577.0,Phát triển Hạ tầng Vĩnh Phúc,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,41236777,EXPANDED
CSC,HNX,CTCP Tập đoàn COTANA,COTANA Group JSC,STOCK,578.0,COTANA,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,41149264,EXPANDED
VID,HOSE,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Vien Dong Investment Development Trading Corporation,STOCK,579.0,Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,40836069,EXPANDED
NED,UPCOM,CTCP Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development JSC,STOCK,580.0,Đầu tư và Phát triển Điện Tây Bắc,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,40500000,EXPANDED
