symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
NAG,HNX,CTCP Tập đoàn Nagakawa,Nagakawa Group Joint Stock Company,STOCK,593.0,Nagakawa,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,38620235,EXPANDED
BDT,UPCOM,CTCP Xây lắp và Vật liệu Xây dựng Đồng Tháp,Dong Thap Building Materials & Contruction Joint Stock Company,STOCK,594.0,Xây lắp và Vật liệu Xây dựng Đồng Tháp,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,38600000,EXPANDED
HVX,HOSE,CTCP Xi măng VICEM Hải Vân,Vicem Hai Van Cement Joint Stock Company,STOCK,595.0,Xi măng VICEM Hải Vân,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,38525250,EXPANDED
PWS,UPCOM,CTCP Cấp thoát nước Phú Yên,Phu Yen Water Supply And Sewerage Joint Stock Company,STOCK,596.0,Cấp thoát nước Phú Yên,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,38363579,EXPANDED
ILB,HOSE,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang ? Long Binh JSC,STOCK,597.0,ICD Tân Cảng - Long Bình,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Industrials,Comm. & Prof. Services,Commercial Services & Supplies,38199492,EXPANDED
VHD,UPCOM,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,VINAHUD Urban And Housing Development Invesment Joint Stock Company,STOCK,598.0,Đầu tư Phát triển Nhà và Đô Thị VINAHUD,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,38000000,EXPANDED
BCF,HNX,CTCP Thực phẩm Bích Chi,Bich Chi Food JSC,STOCK,599.0,Thực phẩm Bích Chi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,37964770,EXPANDED
VAF,HOSE,CTCP Phân lân Nung chảy Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer JSC,STOCK,600.0,Phân lân Nung chảy Văn Điển,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,37665348,EXPANDED
BNW,UPCOM,CTCP Nước sạch Bắc Ninh,Bac Ninh Clean Water Joint Stock Company,STOCK,601.0,Nước sạch Bắc Ninh,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,37549391,EXPANDED
NAW,UPCOM,CTCP Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,STOCK,602.0,Cấp nước Nghệ An,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,37385983,EXPANDED
TTH,HNX,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,STOCK,603.0,Thương mại và Dịch vụ Tiến Thành,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,37374846,EXPANDED
PV2,HNX,CTCP Đầu tư PV2,PV2 Investment JSC,STOCK,604.0,Đầu tư PV2,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Financials,Financial Services,Financial Services,37350000,EXPANDED
TMT,HOSE,CTCP Ô tô TMT,TMT Motors Corporation,STOCK,605.0,Ô tô TMT,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Consumer Discretionary,Automobiles & Components,Automobiles,37287680,EXPANDED
NBC,HNX,CTCP Than Núi Béo - Vinacomin,Vinacomin - Nui Beo Coal JSC,STOCK,606.0,Than Núi Béo - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",36999124,EXPANDED
HCD,HOSE,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company,STOCK,607.0,Đầu tư Sản xuất và Thương mại HCD,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,36958816,EXPANDED
TTN,UPCOM,CTCP Công nghệ & Truyền thông Việt Nam,Viet Nam Technology & Telecommunication JSC,STOCK,608.0,Công nghệ & Truyền thông Việt Nam,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,36727500,EXPANDED
CVT,HOSE,CTCP CMC,CMC Joint Stock Company,STOCK,609.0,CMC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,36690887,EXPANDED
EIC,UPCOM,CTCP EVN Quốc tế,EVN International Joint Stock Company,STOCK,610.0,EVN Quốc tế,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,36677145,EXPANDED
CPI,UPCOM,CTCP Đầu tư Cảng Cái Lân,Cailan Port Investment Joint Stock Company,STOCK,611.0,Đầu tư Cảng Cái Lân,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,36505000,EXPANDED
KTC,UPCOM,CTCP Thương mại Kiên Giang,Kien Giang Trade and Tourism Company Limited,STOCK,612.0,Thương mại Kiên Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,36473833,EXPANDED
C47,HOSE,CTCP Xây dựng 47,Construction Joint Stock Company 47,STOCK,613.0,Xây dựng 47,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,36342269,EXPANDED
HTG,HOSE,Tổng Công ty cổ phần Dệt may Hòa Thọ,Hoa Tho Textile & Garment Joint Stock Corporation,STOCK,614.0,Dệt may Hòa Thọ,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",36002708,EXPANDED
ILS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,International Investment Trade and Service Group Company,STOCK,615.0,Đầu tư Thương mại và Dịch vụ Quốc tế,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,36000000,EXPANDED
DHD,UPCOM,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Material JSC,STOCK,616.0,Dược Vật tư Y tế Hải Dương,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,35995929,EXPANDED
VGV,UPCOM,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,VietNam National Construction Consultants Corporation - JSC,STOCK,617.0,Tư vấn Xây dựng Việt Nam - CTCP,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,35774448,EXPANDED
SRF,HOSE,CTCP SEAREFICO,SEAREFICO CORPORATION,STOCK,618.0,SEAREFICO,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,35566780,EXPANDED
UXC,UPCOM,CTCP Chế biến Thủy sản Út Xi,Ut Xi Aquatic Products Processing Corporation,STOCK,619.0,Chế biến Thủy sản Út Xi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,35400000,EXPANDED
CNG,HOSE,CTCP CNG Việt Nam,CNG Viet Nam Joint Stock Company,STOCK,620.0,CNG Việt Nam,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,35099625,EXPANDED
PSG,UPCOM,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Petroleum Saigon Constrution And Investment JSC,STOCK,621.0,Đầu Tư và Xây lắp Dầu khí Sài Gòn,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,35000000,EXPANDED
UDC,UPCOM,CTCP Đầu tư Xây dựng UDCons,UDCons Construction Investment Corporation,STOCK,622.0,Đầu tư Xây dựng UDCons,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,35000000,EXPANDED
HHG,UPCOM,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,STOCK,623.0,Hoàng Hà,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,34896354,EXPANDED
SD6,UPCOM,CTCP Sông Đà 6,Song Da 6 JSC,STOCK,624.0,Sông Đà 6,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,34771611,EXPANDED
DMC,HOSE,CTCP Xuất nhập khẩu Y Tế Domesco,Domesco Medical Import Export Joint Stock Corporation,STOCK,625.0,Xuất nhập khẩu Y Tế Domesco,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,34727465,EXPANDED
HLA,UPCOM,CTCP Hữu Liên Á Châu,Huu Lien Asia Corporation,STOCK,626.0,Hữu Liên Á Châu,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,34459293,EXPANDED
DQC,HOSE,CTCP Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,STOCK,627.0,Điện Quang,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,34359416,EXPANDED
NDW,UPCOM,CTCP Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,STOCK,628.0,Cấp nước Nam Định,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,34311748,EXPANDED
SD9,HNX,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,STOCK,629.0,Sông Đà 9,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,34234000,EXPANDED
CLL,HOSE,CTCP Cảng Cát Lái,Cat Lai Port Joint Stock Company,STOCK,630.0,Cảng Cát Lái,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,34000000,EXPANDED
VFC,UPCOM,CTCP Vinafco,Vinafco Joint Stock Corporation,STOCK,631.0,Vinafco,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,34000000,EXPANDED
VNA,UPCOM,CTCP Vận tải Biển Vinaship,Vinaship Joint Stock Company,STOCK,632.0,Vận tải Biển Vinaship,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,33999960,EXPANDED
VUA,UPCOM,CTCP Chứng khoán Stanley Brothers,Stanley Brothers Securities Incorporation,STOCK,633.0,Chứng khoán Stanley Brothers,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,33900000,EXPANDED
SGN,HOSE,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services JSC,STOCK,634.0,Phục vụ Mặt đất Sài Gòn,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,33581691,EXPANDED
SHA,HOSE,CTCP Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,STOCK,635.0,Sơn Hà Sài Gòn,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,33446675,EXPANDED
PIC,HNX,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company,STOCK,636.0,Đầu tư Điện lực 3,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,33339891,EXPANDED
GMC,UPCOM,CTCP Garmex Sài Gòn,Garmex Saigon Corporation,STOCK,637.0,Garmex Sài Gòn,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",33000259,EXPANDED
HBS,HNX,CTCP Chứng khoán Hòa Bình,Hoa Binh Securities JSC,STOCK,638.0,Chứng khoán Hòa Bình,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,32999980,EXPANDED
THN,UPCOM,CTCP Cấp nước Thanh Hóa,Thanh Hoa Water Supply JSC,STOCK,639.0,Cấp nước Thanh Hóa,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,32995411,EXPANDED
BT6,UPCOM,CTCP Beton 6,Beton 6 Corporation,STOCK,640.0,Beton 6,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,32993550,EXPANDED
APF,UPCOM,CTCP Nông sản Thực phẩm Quảng Ngãi,Quang Ngai Agricultural Products and Foodstuff JSC,STOCK,641.0,Nông sản Thực phẩm Quảng Ngãi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,32747339,EXPANDED
TBD,UPCOM,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Dong Anh Electrical Equiment Corporation - Joint Stock Company,STOCK,642.0,Thiết bị Điện Đông Anh - CTCP,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,32486392,EXPANDED
DTP,UPCOM,CTCP Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,STOCK,643.0,Dược phẩm CPC1 Hà Nội,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,32458084,EXPANDED
CMP,UPCOM,CTCP Cảng Chân Mây,Chanmay Port Joint Stock Company,STOCK,644.0,Cảng Chân Mây,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,32405415,EXPANDED
PTC,HOSE,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,STOCK,645.0,Đầu Tư Icapital,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,32307324,EXPANDED
ICT,HOSE,CTCP Viễn thông - Tin học Bưu điện,Joint Stock Company For Telecom & Informatics,STOCK,646.0,Viễn thông - Tin học Bưu điện,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,32185000,EXPANDED
GCF,UPCOM,CTCP Thực phẩm G.C,G.C Food Joint Stock Company,STOCK,647.0,Thực phẩm G.C,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,32179999,EXPANDED
RCC,UPCOM,CTCP Tổng Công ty Công trình Đường sắt,Railway Construction Corporation Joint Stock Company,STOCK,648.0,Công trình Đường sắt,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,32064749,EXPANDED
PTM,UPCOM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company",STOCK,649.0,Sản xuất Thương mại và Dịch vụ Ô tô PTM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,32000000,EXPANDED
SEB,HNX,CTCP Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment & Development JSC,STOCK,650.0,Đầu tư và Phát triển Điện Miền Trung,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,31999969,EXPANDED
HDW,UPCOM,CTCP Kinh doanh Nước sạch Hải Dương,Hai Duong Water Joint Stock Company,STOCK,651.0,Kinh doanh Nước sạch Hải Dương,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,31882470,EXPANDED
ITQ,HNX,CTCP Tập đoàn Thiên Quang,Thien Quang Group JSC,STOCK,652.0,Thiên Quang,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,31843305,EXPANDED
M10,UPCOM,Tổng Công ty May 10 - CTCP,Garmant 10 Corporation - Joint Stock Company,STOCK,653.0,May 10 - CTCP,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",31751000,EXPANDED
VNF,HNX,CTCP Vinafreight,Vinafreight Joint Stock Company,STOCK,654.0,Vinafreight,Công nghiệp,Vận tải,Vận tải và logistics hàng không,Industrials,Transportation,Air Freight & Logistics,31715880,EXPANDED
CDO,UPCOM,CTCP Tư vấn Thiết kế và Phát triển Đô thị,Consultancy Design & Urban Development JSC,STOCK,655.0,Tư vấn Thiết kế và Phát triển Đô thị,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,31504975,EXPANDED
GKM,HNX,CTCP GKM Holdings,GKM Holdings Joint Stock Company,STOCK,656.0,GKM Holdings,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,31434237,EXPANDED
TCO,HOSE,CTCP TCO Holdings,TCO Holdings joint Stock Company,STOCK,657.0,TCO Holdings,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,31320622,EXPANDED
BNA,HNX,CTCP Tập đoàn Đầu tư Bảo Ngọc,Bao Ngoc Investment Group Joint Stock Company,STOCK,658.0,Đầu tư Bảo Ngọc,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,31249394,EXPANDED
THG,HOSE,CTCP Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment And Construction JSC,STOCK,659.0,Đầu tư và Xây dựng Tiền Giang,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,31129907,EXPANDED
DPS,UPCOM,CTCP Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Joint Stock Company,STOCK,660.0,Đầu tư Phát triển Sóc Sơn,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,31085257,EXPANDED
CKD,UPCOM,CTCP Cơ khí Đông Anh LICOGI,Dong Anh Licogi Mechanical Joint Stock Company,STOCK,661.0,Cơ khí Đông Anh LICOGI,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,31000000,EXPANDED
ICN,UPCOM,CTCP Đầu tư Xây dựng Dầu khí IDICO,IDICO Investment Construction Oil and Natural Gas JSC,STOCK,662.0,Đầu tư Xây dựng Dầu khí IDICO,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30599923,EXPANDED
SCI,HNX,CTCP SCI E&C,SCI E&C Joint Stock Company,STOCK,663.0,SCI E&C,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30491409,EXPANDED
D2D,HOSE,CTCP Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development JSC No. 2,STOCK,664.0,Phát triển Đô thị Công nghiệp số 2,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,30304758,EXPANDED
HUB,HOSE,CTCP Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,STOCK,665.0,Xây lắp Thừa Thiên Huế,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,30242878,EXPANDED
HRC,HOSE,CTCP Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,STOCK,666.0,Cao su Hòa Bình,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,30206622,EXPANDED
TCL,HOSE,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics & Stevedoring Joint Stock Company,STOCK,667.0,Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,30158436,EXPANDED
DSG,UPCOM,CTCP Kính Đáp Cầu,Dap Cau Sheet Glass JSC,STOCK,668.0,Kính Đáp Cầu,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,30000000,EXPANDED
HNF,UPCOM,CTCP Thực phẩm Hữu Nghị,Huu Nghi Food Joint Stock Company,STOCK,669.0,Thực phẩm Hữu Nghị,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,30000000,EXPANDED
KSQ,UPCOM,CTCP CNC Capital Việt Nam,CNC Capital Vietnam JSC,STOCK,670.0,CNC Capital Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,30000000,EXPANDED
PQN,UPCOM,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,PTSC Quang Ngai Joint Stock Company,STOCK,671.0,Dịch vụ Dầu khí Quảng Ngãi PTSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30000000,EXPANDED
PVV,UPCOM,CTCP Vinaconex 39,Vinaconex 39 JSC,STOCK,672.0,Vinaconex 39,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30000000,EXPANDED
PXI,UPCOM,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Petroleum Industrial & Civil Construction JSC,STOCK,673.0,Xây dựng Công nghiệp và Dân dụng Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30000000,EXPANDED
SZB,HNX,CTCP Sonadezi Long Bình,Sonadezi Long Binh Joint Stock Company,STOCK,674.0,Sonadezi Long Bình,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,30000000,EXPANDED
SZE,UPCOM,CTCP Môi trường Sonadezi,Sonadezi Environment Joint Stock Company,STOCK,675.0,Môi trường Sonadezi,Tiện ích,Tiện ích,Tiện tích tổng hợp,Utilities,Utilities,Multi-Utilities,30000000,EXPANDED
TDF,UPCOM,CTCP Trung Đô,TRUNG DO JOINT STOCK COMPANY,STOCK,676.0,Trung Đô,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,30000000,EXPANDED
TIX,HOSE,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import Export Joint Stock Corporation,STOCK,677.0,Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,30000000,EXPANDED
TRC,HOSE,CTCP Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,STOCK,678.0,Cao su Tây Ninh,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,30000000,EXPANDED
SMB,HOSE,CTCP Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer JSC,STOCK,679.0,Bia Sài Gòn - Miền Trung,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,29846648,EXPANDED
FCS,UPCOM,CTCP Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food JSC,STOCK,680.0,Lương thực Thành phố Hồ Chí Minh,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,29450000,EXPANDED
NBT,UPCOM,CTCP Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage JSC,STOCK,681.0,Cấp thoát nước Bến Tre,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,29400000,EXPANDED
GGG,UPCOM,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,STOCK,682.0,Ô tô Giải Phóng,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Consumer Discretionary,Automobiles & Components,Automobiles,29388589,EXPANDED
VNZ,UPCOM,CTCP VNG,VNG CORPORATION,STOCK,683.0,VNG,Dịch vụ truyền thông,Truyền thông và giải trí,Giải trí,Communication Services,Media & Entertainment,Entertainment,29376974,EXPANDED
SVG,UPCOM,CTCP Hơi Kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company,STOCK,684.0,Hơi Kỹ nghệ Que hàn,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,29350000,EXPANDED
VTR,UPCOM,CTCP Du lịch Vietravel,Vietravel Tourism Joint Stock Company,STOCK,685.0,Du lịch Vietravel,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",29239090,EXPANDED
HAC,UPCOM,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,STOCK,686.0,Chứng khoán Hải Phòng,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,29181096,EXPANDED
SZL,HOSE,CTCP Sonadezi Long Thành,Sonadezi Long Thanh Shareholding Company,STOCK,687.0,Sonadezi Long Thành,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,29114840,EXPANDED
VLW,UPCOM,CTCP Cấp nước Vĩnh Long,Vinh Long Water Supply Joint Stock Company Limited,STOCK,688.0,Cấp nước Vĩnh Long,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28900000,EXPANDED
RIC,UPCOM,CTCP Quốc tế Hoàng Gia,The Royal International Corporation,STOCK,689.0,Quốc tế Hoàng Gia,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",28708169,EXPANDED
KHW,UPCOM,CTCP Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage JSC,STOCK,690.0,Cấp thoát nước Khánh Hòa,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28599996,EXPANDED
GSM,UPCOM,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stocks Company,STOCK,691.0,Thủy điện Hương Sơn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,28562000,EXPANDED
