symbol,exchange,company_name,display_name,en_company_name,vietstock_company_name,name_match_status,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,vietstock_financial_url,status,needs_review,review_reason
FDC,HOSE,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development & Investment Corporation of HCMC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh - CÔNG TY CỔ PHẦN FIDECO - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/FDC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FDC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
FIC,UPCOM,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Fico Corporation JSC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP - FICO - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FIC/tai-chinh.htm?tab=BCTT,OK,NO,
FID,HNX,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment And Development JSC,"CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam - VNDINVEST.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FID/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FID/tai-chinh.htm?tab=BCTT,OK,NO,
FIR,HOSE,CTCP Địa ốc First Real,CTCP Địa ốc First Real,First Real Joint Stock Company,CTCP Địa ốc First Real - FIRST REAL. JSC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/FIR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FIR/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
FLC,UPCOM,CTCP Tập đoàn FLC,CTCP Tập đoàn FLC,FLC Group JSC,"CTCP Tập đoàn FLC - FLC.,JSC - Hồ sơ doanh nghiệp",MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Bất động sản,Quản lý và phát triển bất động sản,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/FLC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FLC/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
FMC,HOSE,CTCP Thực phẩm Sao Ta,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,CTCP Thực phẩm Sao Ta - FIMEX VN - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FMC/tai-chinh.htm?tab=BCTT,OK,NO,
FTM,UPCOM,CTCP Đầu tư và Phát triển Đức Quân,CTCP Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,CTCP Đầu tư và Phát triển Đức Quân - Fortex - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FTM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FTM/tai-chinh.htm?tab=BCTT,OK,NO,
G36,UPCOM,Tổng Công ty 36 - CTCP,Tổng Công ty 36 - CTCP,36 Corporation,Tổng Công ty 36 - CTCP - TỔNG CÔNG TY 36 - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/G36/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/G36/tai-chinh.htm?tab=BCTT,OK,NO,
GCF,UPCOM,CTCP Thực phẩm G.C,CTCP Thực phẩm G.C,G.C Food Joint Stock Company,CTCP Thực phẩm G.C - GC Food JSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GCF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GCF/tai-chinh.htm?tab=BCTT,OK,NO,
GDA,UPCOM,CTCP Tôn Đông Á,CTCP Tôn Đông Á,Ton Dong A Corporation,CTCP Tôn Đông Á - TDA Corp - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GDA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GDA/tai-chinh.htm?tab=BCTT,OK,NO,
GDT,HOSE,CTCP Chế biến Gỗ Đức Thành,CTCP Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,CTCP Chế biến Gỗ Đức Thành - CTCP Đức Thành - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Hàng tiêu dùng lâu bền,NORMAL,36,hang tieu dung lau ben,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GDT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GDT/tai-chinh.htm?tab=BCTT,OK,NO,
GGG,UPCOM,CTCP Ô tô Giải Phóng,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,CTCP Ô tô Giải Phóng - GMC JSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GGG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GGG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
GHC,UPCOM,CTCP Thủy điện Gia Lai,CTCP Thủy điện Gia Lai,Gia Lai Hydropower JSC,CTCP Thủy điện Gia Lai - GHC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GHC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GHC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
GKM,HNX,CTCP GKM Holdings,CTCP GKM Holdings,GKM Holdings Joint Stock Company,CTCP GKM Holdings - GKM Holdings - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GKM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GKM/tai-chinh.htm?tab=BCTT,OK,NO,
GMC,UPCOM,CTCP Garmex Sài Gòn,CTCP Garmex Sài Gòn,Garmex Saigon Corporation,CTCP Garmex Sài Gòn - Garmex Saigon - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GMC/tai-chinh.htm?tab=BCTT,OK,NO,
GPC,UPCOM,CTCP Tập đoàn Green+,CTCP Tập đoàn Green+,Green Plus Joint Stock Corporation,CTCP Tập đoàn Green+ - - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GPC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GPC/tai-chinh.htm?tab=BCTT,OK,NO,
GSM,UPCOM,CTCP Thủy điện Hương Sơn,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stocks Company,CTCP Thủy điện Hương Sơn - HUONGSON HP JSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GSM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GSM/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
GSP,HOSE,CTCP Vận tải Sản Phẩm Khí Quốc tế,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping JSC,CTCP Vận tải Sản Phẩm Khí Quốc tế - GAS SHIPPING JSC - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GSP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GSP/tai-chinh.htm?tab=BCTT,OK,NO,
GTS,UPCOM,CTCP Công trình Giao thông Sài Gòn,CTCP Công trình Giao thông Sài Gòn,SaiGon Traffic Construction Joint Stock Company,CTCP Công trình Giao thông Sài Gòn - CÔNG TY CP GT SÀI GÒN - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GTS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GTS/tai-chinh.htm?tab=BCTT,OK,NO,
GTT,UPCOM,CTCP Thuận Thảo,CTCP Thuận Thảo,Thuan Thao Corporation,CTCP Thuận Thảo - GTT - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GTT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GTT/tai-chinh.htm?tab=BCTT,OK,NO,
HAC,UPCOM,CTCP Chứng khoán Hải Phòng,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,CTCP Chứng khoán Hải Phòng - HASECO - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAC/tai-chinh.htm?tab=BCTT,OK,NO,
HAI,UPCOM,CTCP Nông dược H.A.I,CTCP Nông dược H.A.I,HAI Agrochem Joint Stock Company,CTCP Nông dược H.A.I - HAI JSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAI/tai-chinh.htm?tab=BCTT,OK,NO,
HAN,UPCOM,Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation ? JSC,Tổng Công ty Xây dựng Hà Nội - CTCP - HANCORP - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAN/tai-chinh.htm?tab=BCTT,OK,NO,
HAP,HOSE,CTCP Tập đoàn Hapaco,CTCP Tập đoàn Hapaco,Hapaco Corporation,CTCP Tập đoàn Hapaco - Tập Đoàn Hapaco - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAP/tai-chinh.htm?tab=BCTT,OK,NO,
HAR,HOSE,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien JSC,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền - CTCP An Dương Thảo Điền - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HAR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAR/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HBS,HNX,CTCP Chứng khoán Hòa Bình,CTCP Chứng khoán Hòa Bình,Hoa Binh Securities JSC,CTCP Chứng khoán Hòa Bình - HBS - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HBS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HBS/tai-chinh.htm?tab=BCTT,OK,NO,
HCD,HOSE,CTCP Đầu tư Sản xuất và Thương mại HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company,"CTCP Đầu tư Sản xuất và Thương mại HCD - HCD Investpro.,JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Xây dựng,NORMAL,15,xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HCD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HCD/tai-chinh.htm?tab=BCTT,OK,NO,
HDA,HNX,CTCP Hãng sơn Đông Á,CTCP Hãng sơn Đông Á,Dong A Paint Joint Stock Company,"CTCP Hãng sơn Đông Á - HSDA.,JSC - Hồ sơ doanh nghiệp",MATCH,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HDA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HDA/tai-chinh.htm?tab=BCTT,OK,NO,
HDW,UPCOM,CTCP Kinh doanh Nước sạch Hải Dương,CTCP Kinh doanh Nước sạch Hải Dương,Hai Duong Water Joint Stock Company,CTCP Kinh doanh Nước sạch Hải Dương - HADUWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HDW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HDW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HHG,UPCOM,CTCP Hoàng Hà,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,CTCP Hoàng Hà - HoangHa JSC - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Vận tải mặt đất,Công nghiệp,Vận tải,Vận tải mặt đất,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HHG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HID,HOSE,CTCP Halcom Việt Nam,CTCP Halcom Việt Nam,Halcom Vietnam JSC,CTCP Halcom Việt Nam - HALCOM - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HID/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HID/tai-chinh.htm?tab=BCTT,OK,NO,
HIO,UPCOM,CTCP Helio Energy,CTCP Helio Energy,Helio Energy Joint Stock Company,"CTCP Helio Energy - Helio Energy.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HIO/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HIO/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HJS,HNX,CTCP Thủy điện Nậm Mu,CTCP Thủy điện Nậm Mu,Nam Mu Hydropower JSC,CTCP Thủy điện Nậm Mu - NAM MU HJSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HJS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HJS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HKB,UPCOM,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Ha Noi ? Kinh Bac Agriculture and Food JSC,"CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc - Hanoi - Kinhbac Agrifood.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HKB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HKB/tai-chinh.htm?tab=BCTT,OK,NO,
HLA,UPCOM,CTCP Hữu Liên Á Châu,CTCP Hữu Liên Á Châu,Huu Lien Asia Corporation,CTCP Hữu Liên Á Châu - HLA CORP - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HLA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLA/tai-chinh.htm?tab=BCTT,OK,NO,
HLC,HNX,CTCP Than Hà Lầm - Vinacomin,CTCP Than Hà Lầm - Vinacomin,Vinacomin - Ha Lam Coal JSC,CTCP Than Hà Lầm - Vinacomin - HLC - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HLC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLC/tai-chinh.htm?tab=BCTT,OK,NO,
HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,CTCP Đầu tư và Phát triển Bất động sản Hudland,Hudland Real Estate Investmnet and Development JSC,"CTCP Đầu tư và Phát triển Bất động sản Hudland - HUDLAND., JSC - Hồ sơ doanh nghiệp",MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HLD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HMC,HOSE,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HOCHIMINH CITY METAL CORPORATION,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL - HMC - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HMC/tai-chinh.htm?tab=BCTT,OK,NO,
HNA,HOSE,CTCP Thủy điện Hủa Na,CTCP Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,CTCP Thủy điện Hủa Na - HHC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HNA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HNA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HND,UPCOM,CTCP Nhiệt điện Hải Phòng,CTCP Nhiệt điện Hải Phòng,Hai Phong Thermal Power Joint Stock Company,"CTCP Nhiệt điện Hải Phòng - HAIPHONG TP.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HND/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HND/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HNF,UPCOM,CTCP Thực phẩm Hữu Nghị,CTCP Thực phẩm Hữu Nghị,Huu Nghi Food Joint Stock Company,"CTCP Thực phẩm Hữu Nghị - HUUNGHIFOOD., JSC - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HNF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HNF/tai-chinh.htm?tab=BCTT,OK,NO,
HNI,UPCOM,CTCP May Hữu Nghị,CTCP May Hữu Nghị,Huu Nghi Garment Joint Stock Company,CTCP May Hữu Nghị - HUGAMEX - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HNI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HNI/tai-chinh.htm?tab=BCTT,OK,NO,
